smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
OCCCCn1ccc(=O)c(c1CC)O,10330791,211.26,4,2,1,0,60.8,5,0
FCCCn1ccnc1N(=O)=O,10352163,173.15,4,0,0.9,0,63.6,3,1
CN(CC/C=C\1/c2ccccc2CNc2c1ccc(c2)Cl)C,10358184,312.8,2,1,4.3,0,15.3,3,1
FCCCCCCCCn1ccnc1N(=O)=O,10377120,243.28,4,0,3.1,0,63.6,8,1
COc1ccc2c(c1)/C(=C\CCN(C)C)/c1c(O2)cccc1,10379764,295.4,3,0,4,0,21.7,4,1
c1ccc(cc1)[C@@H]1CCN(C1)C[C@H]1CCCc2c1ccc1c2OCO1,10382322,335.4,3,0,4.6,0,21.7,3,1
CN1Cc2c(ncn2c2c(C1=O)c(Cl)ccc2)c1noc(n1)C(O)(C)C,10384745,373.8,6,1,1,0,97.3,2,0
COc1cccc(c1)CC1CCN(CC1)[C@@H]1CCC(CC1)(OC)c1ccc2c(c1)OCO2,10388384,437.6,5,0,5.2,0,40.2,6,1
OCCCOc1cccc(c1)CN1CCCCC1,10444765,249.35,3,1,2.8,0,32.7,6,1
Oc1ccc2c(c1)sc(n2)c1ccc(c(c1)I)N,10451635,368.19,4,2,3.7,0,87.4,1,1
OC(=O)[C@H]1CCCN(C1)CCC=C(c1sccc1C)c1sccc1C,10452119,375.6,5,1,2.7,0,97,6,1
FC(Oc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C)(C)C)(F)F,10454013,406.5,6,2,5.8,0,33.3,6,1
Clc1cc(Cl)cc(c1N=C1NCCN1)Cl,10470115,264.5,1,2,2.6,0,36.4,2,1
Cc1c(O)c(=O)ccn1CCCCCC,10488627,209.28,3,1,2.8,0,40.5,5,1
O=C(c1ccccc1)NCCCOc1cccc(c1)CN1CCCCC1,10498206,352.5,3,1,3.8,0,41.6,8,1
COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,10657292,233.31,3,1,0.2,0,38.3,4,1
CC[C@@H](c1ccccc1)NC(=O)c1c(OCCCN(C)C)c(nc2c1cccc2)c1ccccc1,10695575,467.6,4,1,5.9,0,54.5,10,1
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)S(=O)(=O)C,10761962,374.5,5,2,2.2,0,75.8,6,1
O=c1ccc(nn1CCN1CCCCC1)c1c(nn2c1cccc2)c1ccccc1,10884606,399.5,4,0,3.1,0,53.2,5,1
OC[C@@H]1O[C@@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,10966793,246.19,6,3,-1.2,0,99.1,2,0
O=C(N(C)C)Cn1nc(ccc1=O)c1c(nn2c1cccc2)c1ccccc1,11003252,373.4,4,0,1.8,0,70.3,4,1
CC(=O)Cn1nc(ccc1=O)c1c(nn2c1cccc2)c1ccccc1,11110698,344.4,4,0,2,0,67,4,1
O=C1CC[C@H](N1)C(=O)N1CCCCC1,11252569,196.25,2,1,0,0,49.4,1,1
CCC[C@@H](C(=O)c1ccc(cc1)C)N1CCCC1,11311148,245.36,2,0,3.8,0,20.3,5,1
NCc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(cc1)F,11472927,328.4,4,1,2.4,0,38.5,6,1
C1CO[C@@H](CN1)COc1ccccc1Cc1cccs1,11608975,289.4,4,1,2.8,0,58.7,5,1
COc1cc2c(cc1OC)CCN1[C@H]2CC(=O)[C@H](C1)CC(C)C,11634155,317.4,4,0,2.9,0,38.8,4,1
OC(=O)CCCCCCN[C@H]1c2ccccc2N(S(=O)(=O)c2c1ccc(c2)Cl)C,11704779,437,6,2,1.2,0,95.1,8,1
Clc1ccc(cc1N=C1NCCN1)Cl,11777724,230.09,1,2,1.9,0,36.4,2,1
COc1ccc(cc1)[C@H](C1(O)CCCCC1)CN(C)C,11846746,277.4,3,1,2.9,0,32.7,5,1
NC(=O)c1ccc(c2c1C[C@@H](CO2)N(C1CCC1)C1CCC1)F,12016891,318.4,4,1,2.8,0,55.6,4,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2)O)c1ccccc1Cl,12049214,321.2,3,2,2.4,0,61.7,1,1
O[C@H](COc1cccc(c1)C)CNC(C)C,12179890,223.31,3,2,1.9,0,41.5,6,1
CCOc1ccccc1OC[C@@H]1CNCCO1,12226598,237.29,4,1,1.5,0,39.7,5,1
Cc1ccc(c(c1)C)N=C1NCCN1,12296938,189.26,1,2,1.8,0,36.4,2,0
Fc1cccc(c1N=C1NCCN1)F,12296941,197.18,3,2,0.9,0,36.4,2,1
ClC[C@H]1Nc2cc(Cl)c(cc2S(=O)(=O)N1C)S(=O)(=O)N,12309469,360.2,7,2,1.4,0,126,2,0
CN1C(=O)C[C@H](C1=O)c1ccccc1,12309608,189.21,2,0,0.8,0,37.4,1,1
CC[C@@H](c1ccccc1)C(=O)NC(=O)N,12309789,206.24,2,2,1.8,0,72.2,3,1
C[C@@H]1NCCO[C@H]1c1ccccc1,12314141,177.24,2,1,1.4,0,21.3,1,1
NN[C@H](c1ccccc1)C,12319532,136.19,2,2,0.9,0,38,2,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)O)c1ccccc1,12325869,300.74,3,1,2.2,0,52.9,1,1
Cc1cc(Br)cc(c1N=C1NCCN1)C,12406830,268.15,1,2,2.1,0,36.4,2,1
Clc1cc(Br)cc(c1N=C1NCCN1)Cl,12406842,308.99,1,2,2.7,0,36.4,2,1
Brc1cc(Br)cc(c1N=C1NCCN1)Br,12406843,397.89,1,2,2.7,0,36.4,2,1
CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1c(S2)cccc1,12444300,370.6,4,0,5.9,0,57.1,4,1
ClC([C@H]1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N)Cl,12444480,380.7,7,3,0.6,0,135,2,0
CN(Cc1ccccc1)CCC,12446306,163.26,1,0,2.9,0,3.2,4,1
Clc1ccc2c(c1)[C@H](c1ccccc1)N(CC(=O)N2C)C(=O)N,12494781,329.8,2,1,2.1,0,66.6,1,1
Fc1c(C)n(n(c1=O)c1ccccc1)C,12718749,206.22,3,0,0.9,0,23.6,1,1
CN1CCN(CC1)[C@H]1Cc2ccccc2Sc2c1cc(Cl)cc2,12765746,344.9,3,0,4.3,0,31.8,1,1
Clc1ccc(cc1)CO[C@@H](c1ccc(cc1Cl)Cl)Cn1cncc1,12773795,381.7,2,0,5.3,0,27,6,0
Ic1ccc(cc1CN1CCCCC1)CN1CCCCC1,12780299,398.3,2,0,3.9,0,6.5,4,1
Clc1ccc2c(c1)N(CCCN1CCC3(CC1)C(=O)N[C@H]1N3CCCC1)c1ccccc1CC2,12831243,479.1,4,1,5.4,0,38.8,4,1
CN1[C@@H](CSCC(F)(F)F)Nc2c(S1(=O)=O)cc(c(c2)Cl)S(=O)(=O)N,12876779,439.9,11,2,2.6,0,152,4,0
CN(c1nccc(c1)c1n[nH]c(n1)N)C,12889418,204.23,5,2,0.9,0,83.7,2,0
CCCCCCC(c1cc(O)c2c(c1)OC([C@@H]1[C@@H]2CC(=O)CC1)(C)C)(C)C,12895761,372.5,3,1,6.4,0,46.5,6,1
Oc1ccc2c(c1)C13CCCCC3(C(C2)N(CC1)CC1CC1)O,13080266,313.4,3,2,3.2,0,43.7,2,1
C[C@@H]1NC(=O)CO[C@H]1c1ccccc1,13110208,191.23,2,1,1.2,0,38.3,1,1
C[C@@H](C(=O)c1ccccc1)N(C)C,13110870,177.24,2,0,2.1,0,20.3,3,1
COCCN1CCC23C4(C1Cc1c3c(OC2C(=O)CC4)c(cc1)O)O,13247566,345.4,6,2,1,0,79.2,3,1
CNC[C@H]1CN(C(=O)O1)c1ccc(cc1)OCc1cccc(c1)Cl,13273022,346.8,4,1,3.2,0,50.8,6,1
C=CCN1CCC23C4(C1Cc1c3c(O[C@@H]2C(=O)CC4)c(cc1)O)O,13303885,327.4,5,2,2.1,0,70,2,1
O=C(c1ccsc1)NC[C@H]1CN=C(c2c(N1C)cccc2)c1ccccc1F,13367230,393.5,5,1,4,0,72.9,4,1
CCN1CN(C2(C1=O)CCN(CC2)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Br,13497179,502.4,5,0,4.7,0,43.9,7,1
CCCN1CN(C2(C1=O)CCN(CC2)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Br,13497181,516.4,5,0,5.2,0,43.9,8,1
CN(Cc1ccc(o1)CSCCNc1[nH]ccc1N(=O)=O)C,13646638,324.4,6,2,2.5,0,115,8,0
N[C@H]1CCC[C@H]1c1ccccc1,13676001,161.24,1,1,1.9,0,26,1,1
CCCCCCN1CCN(CC1)c1ccc(cc1)I,13720676,372.29,2,0,4.8,0,6.5,6,1
OC[C@H]1OC(=O)N(C1)c1cccc(c1)C,13753599,207.23,3,1,1.2,0,49.8,2,1
CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,13755681,268.35,3,2,3.5,0,75.3,8,1
Brc1cccnc1CSCCNc1[nH]ccc1N(=O)=O,14022480,357.23,5,2,3.2,0,112,6,1
O=[NH]([O])c1cc[nH]c1NCCSCc1ccccn1,14022481,278.33,5,2,2.5,0,112,6,1
O=N(=O)c1c(NCCSCc2ccccn2)[nH]cc1Cc1ccccc1,14022483,368.5,5,2,4.4,0,112,8,1
CN(Cc1ccc(o1)CSCCNc1[nH]cc(c1[NH]([O])=O)Cc1ccccc1)C,14022484,414.5,6,2,4.4,0,115,10,1
CN(Cc1ccnc(c1)c1cccc(c1)Nc1[nH]ccc1N(=O)=O)C,14022486,337.4,5,2,3.4,0,89.8,5,1
CN(Cc1ccc(o1)c1cccc(c1)Nc1[nH]ccc1N(=O)=O)C,14022491,326.35,5,2,3.6,0,90,5,1
C1CCN(CC1)Cc1cccc(c1)OCCCNc1nccs1,14022497,331.5,5,1,4.5,0,65.6,8,1
C1CCN(CC1)Cc1cccc(c1)OCCCNc1nc2c(o1)cccc2,14022499,365.5,5,1,4.8,0,50.5,8,1
Nc1cccc(c1)c1csc(n1)N=C(N)N,14022509,233.3,4,3,1.1,0,132,2,0
CC(=O)Nc1cccc(c1)c1csc(n1)N=C(N)N,14022511,275.33,4,3,0.9,0,135,3,0
CN(Cc1ccc(o1)CSCCNc1ncc(c(=O)[nH]1)Cc1ccc2c(c1)cccc2)C,14022522,448.6,5,2,3.4,0,95.2,10,0
CCCOC(=O)c1cncn1[C@H](c1ccccc1)C,14305186,258.32,3,0,3.6,0,44.1,6,1
CCOC(=O)c1cncn1[C@H](c1ccc(cc1)F)C,14305207,262.28,4,0,3.2,0,44.1,5,1
CCCNC(=O)c1ccc2c(c1)N([C@H](CN1CCCC1)C)c1c(S2)cccc1,14536538,395.6,4,1,4.9,0,60.9,6,1
O[C@@H](CN1CCC(CC1)N(c1nc2c(s1)cccc2)C)COc1ccc(cc1)F,14575845,415.5,7,1,4.6,0,77.1,7,1
O=C1CN=C(c2c(N1)cccc2Cl)c1ccccc1,14590445,270.71,2,1,2.8,0,41.5,1,1
O=C(N1CCc2c([C@H]1CN1CCCC1)cccc2)Cc1ccc(c(c1)Cl)Cl,14726011,403.3,2,0,4.7,0,23.6,4,1
COC(=O)N1CCN([C@H](C1)CN1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,15645963,414.3,4,0,2.8,0,53.1,5,1
O=C(N1CCc2c([C@H]1CN1CCCC1)ccs2)Cc1ccc(c(c1)Cl)Cl,15697370,409.4,3,0,4.4,0,51.8,4,1
COc1ccc2c3c1O[C@@H]1C3(CCN(C2)C)C=C[C@H](C1)O,16394569,287.35,4,1,1.8,0,41.9,1,1
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nnc(s1)C)Cn1cnnn1,16757645,454.5,12,2,-0.4,0,235,7,0
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C)CSc1ccncc1,16757648,423.5,9,2,-1.1,0,177,8,0
CN1[C@H]2CCC[C@H]1C[C@@H](C2)NC(=O)c1nn(c2c1cccc2)C,17572266,312.4,3,1,2.8,0,50.2,2,1
CNC1=CN(O)C(=c2c(=N1)ccc(c2)Cl)c1ccccc1,17756774,299.75,4,2,3,0,47.9,2,1
CO/N=C(/c1csc(n1)N)\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nc(=O)c(nn1C)O,18645692,554.6,13,4,-1.3,0,288,8,1
COC[C@@H]1CN(C(=O)O1)c1ccc(cc1)OCC[C@@H](C(F)(F)F)O,18646248,349.3,8,1,2.2,0,68.2,7,1
O=C([C@H](c1ccc(cc1)O)N)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C,18649191,363.4,7,4,-2.1,0,158,4,0
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)n1nc(cc1C)C,18717934,390.5,4,2,3.7,0,51.1,6,1
CCc1cccc(c1)N/C(=N/c1cccc(c1)CC)/C,19427054,266.4,1,1,4.5,0,24.4,5,1
CN[C@H]1C[C@H](c2c1cccc2)c1ccc(c(c1)Cl)Cl,20055336,292.2,1,1,4.4,0,12,2,1
CC[C@@H](c1ccccc1)NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(nc2c1cccc2)c1ccccc1,20679021,587.7,6,3,6,0,118,12,0
CC(/N(=C\c1ccccc1)/O)(C)C,21347909,178.25,1,1,1.8,1,23.2,2,1
CC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,21440942,406.5,6,0,6.5,0,31.8,4,1
BrCC(Br)(Br)O,21917377,282.76,1,1,1.9,0,20.2,1,1
CCCCCNC12C=CC(=O)C3C42CCN(C1Cc1c4c(O3)c(cc1)O)C,22027002,368.5,5,2,2.8,0,61.8,5,1
CO/N=C(\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)N)/c1ccco1,22791998,424.4,10,3,-0.2,0,199,8,1
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C)Cc1ccccc1,22797777,390.4,7,2,0.2,0,138,7,0
N[C@@H](c1ccccc1)C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C,22798732,347.4,6,3,0.6,0,138,4,0
COC1(NC(=O)Cc2cccs2)C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)N,22799667,427.5,9,3,0,0,202,8,0
N[C@@H](c1ccccc1)C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)Cl,22802332,367.8,6,3,-1.8,0,138,4,0
CN([C@H]1Cc2ccccc2O[C@H]1C)C,22811078,191.27,2,0,2.5,0,12.5,1,1
CO/N=C(\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nnnn1C)/c1csc(n1)N,22851841,511.6,14,3,0,0,270,8,0
Clc1ccc(cc1)C1C2CCC(C31CCC(=N3)N1CCOCC1)C2,23453660,344.9,2,0,2.9,0,24.8,2,1
C[NH]([O])(CCCN1c2ccccc2CCc2c1cccc2)C,23563796,297.4,2,1,4.9,1,23.5,4,1
C[NH]([O])(CCC=C1c2ccccc2CCc2c1cccc2)C,23618274,294.4,1,1,4.6,1,20.2,3,1
C[C@@H]1C[C@H](OC(=O)[C@@H]2CCC(=O)N2)CC(C1)(C)C,23623629,253.34,3,1,2.6,0,55.4,3,1
C1CN2C(=NC[C@@H]2c2ccccc2)N1,23872158,187.24,1,1,0.5,0,27.6,1,1
COc1ccc2c(c1)CN(C[C@H]2c1ccc(c(c1)Cl)Cl)C,23872188,322.2,2,0,4.5,0,12.5,2,1
C=CC1CN2CCC1C[C@H]2[C@H](c1ccnc2c1cc(OC)cc2)O,24096961,324.4,4,1,2.9,0,45.6,4,1
C[C@@H]([C@H](c1cccc(c1)O)O)N,24835602,167.2,3,3,-0.4,0,66.5,2,0
NC[C@H]1CN(C(=O)C1)Cc1ccccc1,25136943,204.27,2,1,0.2,0,46.3,3,1
O[C@@H](c1ccccc1F)CNC(C)(C)C,25271671,211.28,3,2,1.7,0,32.3,4,1
CCC(=O)c1ccc2c(c1)N(C[C@@H](N(C)C)C)c1c(S2)cccc1,25271724,340.5,4,0,4.8,0,48.8,5,1
O[C@H](C(C)(C)C)/C=C/c1ccc2c(c1)OCO2,25271730,234.29,3,1,3.6,0,38.7,3,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)OC(=O)N(C)C)c1ccccc1,25273602,371.8,4,0,2.8,0,62.2,3,1
CC(CCC(=O)C[C@@H]1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)c2c1cccc2)C,25273635,407.9,4,0,4.6,0,63.2,6,1
C[C@@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,25322826,341.4,4,1,1.4,0,70.5,6,1
CCCCCC[C@@H](NN)C,28082481,144.26,2,2,2.4,0,38,6,1
O=C1NC[C@H](O1)COc1cc(C)cc(c1)C,28125517,221.25,3,1,2.2,0,47.6,3,1
CCCN[C@H]1CCc2c1cccc2,28178754,175.27,1,1,2.6,0,12,3,1
CCN1C[C@H](C(C1=O)(c1ccccc1)c1ccccc1)CCN1CCOCC1,28248394,378.5,3,0,3.3,0,32.8,6,1
CC(CCNC[C@H]1COc2c(O1)cccc2)C,28667067,235.32,3,1,3,0,30.5,5,1
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)CC,29010876,354.5,5,1,1.6,0,84.1,7,1
O[C@H]1CCc2n(C1)c(=O)c(c(n2)C)CCN1CCC(CC1)c1noc2c1ccc(c2)F,29918981,426.5,7,1,1.7,0,82.2,4,1
COc1cc(OC[C@H](CN2CCN(CC2)c2ccccc2OC)O)cc(c1OC)OC,29919954,432.5,8,1,2.8,0,72.9,10,1
Clc1cccc(c1N[C@@H]1NCC=N1)Cl,29935463,230.09,3,2,2.2,0,36.4,2,1
COc1ccc2c(c1)[C@H](CC(=O)O)[C@@H](N2C(=O)c1ccc(cc1)Cl)C,35025660,359.8,4,1,3.3,0,66.8,4,0
CCCCCc1cc(O)c(c(c1)O)[C@H]1C=C(C)CC[C@@H]1C(=C)C,36688143,314.5,2,2,6.5,0,40.5,6,1
CNCCO[C@H](c1ccccc1C)c1ccccc1,36690649,255.35,2,1,3.3,0,21.3,6,1
CCOC(=O)[C@H]1N=C(c2c(NC1=O)ccc(c2)Cl)c1ccccc1F,38988386,360.8,5,1,2.9,0,67.8,4,1
CN(C[C@@H](CN1c2ccccc2S(=O)(=O)c2c1cccc2)C)C,38988954,330.4,4,0,3.4,0,49,4,1
OC[C@@H]1O[C@@H](Oc2ccccc2CO)[C@H]([C@H]([C@@H]1O)O)O,40426983,286.28,7,5,-1.2,0,120,4,1
Fc1ccc(cc1)Nc1nc(c(c(n1)C)C)N1CCc2c([C@@H]1C)cccc2,40462256,362.4,5,1,5.3,0,41,3,1
C[C@@H](CC(O)(C)C)O[C@@H](C(Cl)(Cl)Cl)O,40467115,265.6,3,2,2.1,0,49.7,4,1
CCC1(CC)C(=O)NC[C@@H](C1=O)C,40467204,183.25,2,1,0.8,0,46.2,2,1
Clc1ccc2c(c1)C(=N[C@H](c1n2c(C)nc1)O)c1ccccc1F,40507403,341.8,4,1,3.4,0,50.4,1,1
Clc1ccc2c(c1)C(=N[C@H](c1n2c(C)nn1)O)c1ccccc1,40510050,324.8,4,1,1.6,0,63.3,1,0
CCCCNC[C@H]1COc2c(O1)cccc2,40541300,221.29,3,1,2.5,0,30.5,5,1
C[C@H](N[C@H]([C@H](c1ccc(cc1)O)O)C)CCc1ccccc1,42066845,299.4,3,3,3.5,0,52.5,7,0
O[C@H](C(C)(C)C)/C=C\c1ccc2c(c1)OCO2,42126910,234.29,3,1,3.6,0,38.7,3,1
NCCn1ncc2c1cc(Cl)c(c2)Cl,44214615,230.09,2,1,1.8,0,43.8,2,1
CN1CCN([C@@H](C1)CN1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,44309989,370.3,3,0,3,0,26.8,4,1
O[C@H]1CCN(C1)C[C@@H]1N(CCn2c1ncc2)C(=O)Cc1ccc(c(c1)Cl)Cl,44310063,409.3,4,1,1.5,0,61.6,4,0
CCCOC(=O)N1CCN([C@H](C1)CN1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,44310303,442.4,4,0,3.7,0,53.1,7,1
O[C@H]1CCN(C1)C[C@@H]1N(CCc2c1nc[nH]2)C(=O)Cc1ccc(c(c1)Cl)Cl,44310313,409.3,4,2,1.9,0,72.5,4,0
OCCN1CCN([C@H](C1)CN1CC[C@@H](C1)O)C(=O)Cc1ccc(c(c1)Cl)Cl,44310316,416.3,5,2,1.3,0,67.2,6,0
O=C(N1CCC(C[C@H]1CN1CCCC1)(C)C)Cc1ccc(c(c1)Cl)Cl,44310324,383.4,2,0,4.8,0,23.6,4,1
O=C(N1CCc2c([C@@H]1CN1CCCC1)scc2)Cc1ccc(c(c1)Cl)Cl,44310435,409.4,3,0,4.4,0,51.8,4,1
O=C1NC(=O)C2(N1)CCN([C@@H](C2)CN1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,44310487,439.3,4,2,2.2,0,81.8,4,0
O=C(N1CCc2c([C@@H]1CN1CCCC1)nc[nH]2)Cc1ccc(c(c1)Cl)Cl,44310501,393.3,3,1,2.9,0,52.2,4,0
CSc1ccc(cc1)CC(=O)N1CCN(C[C@@H]1CN1CC[C@@H](C1)O)C(=O)C,44310529,391.5,5,1,0.7,0,89.4,5,0
O=C(N1CCn2c([C@@H]1CN1CCCC1)ncc2)Cc1ccc(c(c1)Cl)Cl,44310540,393.3,3,0,2.5,0,41.4,4,1
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1ccc(cc1)S(=O)C)C(=O)C,44310637,407.5,6,1,-0.7,0,100,5,0
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1ccc(cc1)S(=O)(=O)C)C(=O)C,44310651,423.5,6,1,-0.6,0,107,5,0
O=C(N1CCN(C[C@@H]1CN1CCCC1)C(=O)C)Cc1ccc(c(c1)Cl)Cl,44310710,398.3,3,0,2.4,0,43.9,4,1
COc1ccc(cc1)CC(=O)N1CCN(C[C@@H]1CN1CC[C@@H](C1)O)C(=O)C,44310729,375.5,5,1,0.2,0,73.3,5,0
CCOC(=O)N1CCN([C@H](C1)CN1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,44310754,428.3,4,0,3.2,0,53.1,6,1
O=C(N1CCc2c([C@H]1CN1CCCC1)cco2)Cc1ccc(c(c1)Cl)Cl,44310763,393.3,3,0,3.8,0,36.7,4,1
O=C(N1CCn2c([C@@H]1CN1CCCC1)ncn2)Cc1ccc(c(c1)Cl)Cl,44310764,394.3,4,0,2.5,0,54.3,4,1
COc1cccc(c1)CC(=O)N1CCN(C[C@@H]1CN1CC[C@@H](C1)O)C(=O)C,44310773,375.5,5,1,0.2,0,73.3,5,0
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1cc(F)cc(c1)F)C(=O)C,44310793,381.4,6,1,0.4,0,64.1,4,0
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1ccc(cc1)C(F)(F)F)C(=O)C,44310837,413.4,7,1,1.1,0,64.1,4,0
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1ccc(c(c1)Cl)Cl)C(=O)C,44310851,414.3,4,1,1.5,0,64.1,4,0
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1ccccc1)C(=O)C,44310909,345.4,4,1,0.2,0,64.1,4,0
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1cccc(c1)[NH]([O])=O)C(=O)C,44310946,390.4,6,1,0,0,110,4,0
O[C@H]1CCN(C1)C[C@H]1CN(CCN1C(=O)Cc1ccc(cc1)[NH]([O])=O)C(=O)C,44311016,390.4,6,1,0,0,110,4,0
CN1CCC2([C@@H]([C@@H]1Cc1c2cc(cc1)O)C)C,44328017,231.33,2,1,1.8,0,23.5,0,1
Oc1ccc2c(c1)C1(C)CCN([C@@H](C2)[C@H]1C)CCc1ccccc1,44328034,321.5,2,1,3.8,0,23.5,3,1
CCCN(CCc1ccc2c(c1)CC(=O)N2)CCC,44383796,260.37,2,1,2.9,0,32.3,7,1
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C)(C)C,44433393,352.5,3,2,4.6,0,33.3,6,1
OCCOCCN1CCN(CC1)C[C@@H](CN1c2ccccc2Sc2c1cccc2)C,44445687,427.6,6,1,3.7,0,64.5,9,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)O)c1ccccc1Cl,44445809,335.2,3,1,2.4,0,52.9,1,1
C[C@H](N(C)C)CN1c2cc(ccc2Sc2c1cccc2)C(=O)C,44558892,326.5,4,0,4.3,0,48.8,4,1
Clc1ccc2c(c1)[C@H]1CNC[C@@H]1c1c(O2)cccc1,44568616,271.74,2,1,3.3,0,21.3,0,1
NC[C@H]1CC1(c1ccccc1)C(=O)N(CC)CC,45039935,246.35,2,1,1.4,0,46.3,5,1
N1CCN2[C@H](C1)c1ccccc1CC2,45115740,188.27,2,1,1.2,0,15.3,0,1
CN(CCO[C@H](c1ccc(cc1)Br)c1ccccc1)C,45266806,334.2,2,0,4,0,12.5,6,1
OCc1nc(ccc1O)[C@H](CNC(C)(C)C)O,45356253,240.3,5,4,-0.1,0,85.6,5,0
NC(=N)NC[C@H]1COC2(O1)CCCCC2,45356255,213.28,3,2,0,0,82.9,2,0
CN1CCCC[C@H]1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)C,46931072,386.6,5,0,4.5,0,68.1,4,1
Clc1ccc(c(c1)Cl)/C(=C\n1cncn1)/Cl,50988829,274.5,2,0,3.8,0,30.7,2,1
CN[C@H](C(=O)c1ccc(cc1)OC)C,51371469,193.24,3,1,1.6,0,38.3,4,0
O[C@H](COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1ccc2c(c1)c(=O)cc(o2)C(=O)O,51380894,468.4,11,3,1.9,0,166,8,0
OC[C@@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@H]([C@H]([C@@H]1O)O)O,51538331,464.4,12,8,0.4,0,207,4,0
O=C1NCCN[C@@H]1c1cccs1,52539208,182.25,3,2,0.3,0,69.4,1,1
COc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1c(S2)cccc1,53298655,354.5,4,0,5.4,0,41,4,1
O[C@H](C1CCCCC1)C(C)C,53466230,156.26,1,1,3.3,0,20.2,2,1
COc1cc2sc(nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1)c1ccccc1,53769590,429.6,5,2,5,0,74.4,6,1
COc1cc2sc(nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C1CC1,53949923,393.5,5,2,3.9,0,74.4,6,1
CC12N[C@H](c3c2cccc3)Cc2c1cccc2,54024991,221.3,1,1,2.8,0,12,0,1
CCC[C@H](N1CCCC1)Cc1ccccc1,54153082,217.35,1,0,4,0,3.2,5,1
O=C(Nc1ccccc1)Oc1ccc2c(c1)C1(C)CCN([C@H]1N2C)C,54180250,337.4,4,1,2.3,0,44.8,3,1
CNC(=O)Oc1ccc2c(c1)C1(C)CCN([C@H]1N2C)C,54190830,275.35,4,1,0.7,0,44.8,2,1
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)N1CCCC1=O,54283995,379.5,4,2,2.3,0,53.6,6,1
COc1cc2oc(nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C,54329016,351.4,5,2,3.2,0,59.3,5,1
