smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB,,cid,,,cid
O=C1NC(=O)C2(CCc3ccccc3C2)N1,71726,216.24,2,2,1.2,0,58.2,0,1,,735997,,,
Cc1sc(nn1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CN1C=C(Cl)C(=O)C(=C1)Cl)C2=O)C(O)=O CEFAZEDONE,71736,548.4,11,2,1.1,0,212,7,0,,736041,,,
CC(NCCn1cnc2c1C(=O)N(C)C(=O)N2C)C(O)c1ccccc1,71740,357.4,5,2,0.3,0,90.7,6,1,,736083,,,
Fc1ccc(cc1)C(=O)C1CCN(CCCN2C(=O)Nc3ccccc23)CC1,71744,381.4,4,1,3.1,0,52.6,6,1,,801221,,,
CN1[C@@H]2CC[C@H]1C[C@@H](C2)NC(=O)N1CC(C)(C)c2ccccc21,71785,313.4,2,1,3.2,0,35.6,1,1,,854019,,,
COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1ccc(c(c1)Cl)Cl CLOMETOCILLIN,71807,433.3,6,2,2.7,0,121,5,0,,928501,,,
CNC(=O)NC(O)C(Cl)(Cl)Cl,71808,221.47,2,3,0.7,0,61.4,1,1,,929049,,,
CCS(=O)(=O)c1ccc(cc1)F,71814,188.22,3,0,1.6,0,42.5,2,1,,934161,,,
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,71823,326.5,3,0,5.5,0,31.8,5,1,,937011,,,
NNCC1CCCCC1,71824,128.22,2,2,1.4,0,38,2,1,,941650,,,
OCC1(CO)COC(OC1)C(Cl)(Cl)Cl,71839,265.5,4,2,0.5,0,58.9,2,1,,941651,,,
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccc(cc54)Cl)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,71844,613.1,9,1,4.7,0,109,9,1,,969462,,,
CN1C(=O)N(C)c2ncn(c2C1=O)CCNCC(O)c1ccc(c(c1)O)O THEODRENALINE,71857,375.4,7,4,-0.8,0,131,6,0,,969472,,,
C[N+]1(CCCS([O-])(=O)=O)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1 SULTROPONIUM,71868,411.5,6,1,1,0,112,8,0,,969494,,,
CC(N(C)C)C(=O)c1ccccc1,71872,177.24,2,0,2.1,0,20.3,3,1,,969503,,,
CN(C)CCOC(=O)CCC1CCCCC1,71875,227.34,3,0,3.2,0,29.5,7,1,,989438,,,
CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(C1=O)c1ccccc1)OC(N)=O,71880,578.7,9,2,2.6,0,181,20,1,,1129902,,,
CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(O)=O AZIDOCILLIN,71886,375.4,7,2,2.8,0,126,5,0,,1398735,,,
Cc1[nH]nc(c1)CCN1CCN(CC1)c1cccc(c1)Cl,71897,304.82,3,1,3.2,0,35.2,4,1,,1497794,,,
CC(C)c1ccccc1OCC1=NCCN1 FENOXAZOLINE,71899,218.29,2,1,2,0,33.6,4,0,,1548968,,,
CC(C)CCOC(CN1CCCC1)c1ccccc1,71911,261.4,2,0,3.6,0,12.5,7,1,,1548976,,,
CC(CCN1CCN(CC1)c1ccc(cc1)F)NC(=O)c1cccnc1,71919,356.4,5,1,2.6,0,48.5,6,1,,1614700,,,
CC(Cc1ccccc1)[N+]1=C\C(\O[N-]1)=N/C(=O)Nc1ccccc1,71932,322.4,4,1,4.9,0,77.4,6,1,,1712056,,,
CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc12,71935,291.4,2,0,3.6,0,20.3,3,1,,1712084,,,
Clc1ccccc1C1=NCc2nnc(n2c2sc(cc12)Br)C1CCCCC1,71949,461.8,4,0,4.6,0,71.3,2,1,,1715119,,,
CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@H]([C@@H]32)N(C)C)C[C@@H]1O,71960,405.6,4,1,4.2,0,49.8,4,1,,1917817,,,
CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccc(cc1C(=O)c1ccccc1)Cl,71968,430.9,5,3,1.9,0,119,10,1,,2723601,,,
Fc1cccc(c1NC1=NCCN1)Br,71969,258.09,2,2,1.4,0,36.4,2,1,,2733526,,,
Cc1cccc(c1C)O[C@H]1CCNC[C@H]1O,71971,221.29,3,2,1.8,0,41.5,2,1,,2761171,,,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)C3=CC=C(NC3=O)c3ccc(cc3)S(=O)(=O)N(CCO)CCO)c3ccc(cc3)O)C(=O)N2[C@H]1C(O)=O PIRIDICILLIN,71978,729.8,13,7,0.7,0,277,13,0,,2776666,,,
CNC(=O)O[C@@H]1OC(=O)[C@H]2[C@H]3C[C@H](C=C3)[C@@H]12,71995,223.22,4,1,1.1,0,64.6,2,1,,3000516,,,
O=C(NC1CCN(CC1)Cc1ccc2ccccc2c1)NC(=O)c1ccccc1,72002,387.5,3,2,4.7,0,61.4,4,1,,3032583,,,
O=C1N(CCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12,72024,387.5,7,0,1.2,0,95.1,5,1,,3032771,,,
Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,72038,295.4,3,1,2.9,0,31.9,3,1,,3033019,,,
CCC(C(=O)NC(N)=O)c1ccccc1,72060,206.24,2,2,1.8,0,72.2,3,1,,3033023,,,
O=C(Nc1ccccc1)OCC1(CCCC1)COC(=O)Nc1ccccc1,72076,368.4,4,2,4.5,0,76.7,8,1,,3033151,,,
NS(=O)(=O)c1ccc(c(c1)Cl)N1C(=O)CC(C1=O)c1ccccc1,72094,364.8,5,1,1.6,0,106,3,1,,3033821,,,
Cn1cc2c(c1C)C(=NCC(=O)N2)c1ccccc1,72104,253.3,2,1,1.6,0,46.4,1,1,,3033860,,,
CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(c5n6c(nc5c4c3C2=O)C=C(C)C=C6)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAXIMIN,72111,785.9,12,5,6.9,0,198,3,0,,3033955,,,
N#Cc1cc(nnc1NCCN1CCOCC1)c1ccccc1,72119,309.4,6,1,1.9,0,74.1,5,1,,3033983,,,
CCCC1(C)COB(OC1)c1ccc(cc1)C,72134,232.13,2,0,,0,18.5,3,1,,3033985,,,
CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O,72135,224.26,3,2,2,0,75.3,4,1,,3034012,,,
CC(CN(C)C)CN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,72136,366.4,6,0,5.6,0,31.8,4,1,,3034022,,,
CCc1c([n+](c(c2cc(c(cc12)OC)OC)c1ccc(c(c1)OC)OC)[N-])C,72149,382.5,5,1,4.7,0,41.8,6,1,,3034023,,,
CC1(C)CN(CCN2CCN(C2=O)c2cccc(c2)Cl)C1,72155,307.82,2,0,2.7,0,26.8,4,1,,3034024,,,
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O NEOMYCIN,72392,322.36,10,8,-5.4,0,204,3,0,,3034043,,,
CC1CN(CCN1)c1cc2c(c(c1F)C)C(=O)C(=CN2C1CC1)C(O)=O,72474,359.4,7,2,-0.2,0,72.9,3,0,,3035905,,,
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C OLEANDOMYCIN,72493,687.9,13,3,2.6,0,166,6,0,,3036235,,,
CCNC(=O)N1CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1,73333,401.5,4,1,4.1,0,35.6,7,1,,3036746,,,
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O)C(C)C)C(C)C GRAMICIDIN-S,73357,1141.4,12,10,4.6,0,326,16,0,,3037070,,,
CCC(=O)Nc1ccc(cc1)O,74325,165.19,2,2,1.3,0,49.3,2,1,,3037171,,,
CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,77991,250.34,3,0,2.3,0,32.8,5,1,,3041256,,,
CNCCC=C1c2ccccc2C(C)(C)c2ccccc12,82730,277.4,1,1,5.1,0,12,3,1,,3042817,,,
CC(C)(O)CC(C)(O)c1ccc(cc1)Cl,85896,228.71,2,2,2.2,0,40.5,3,1,,3045375,,,
CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c34)[C@H]2C1,91267,347.5,2,1,4.6,0,23.5,1,1,,3047746,,,
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC#N)C2=O)C(O)=O CEFACETRILE,91562,339.33,8,2,-0.5,0,162,6,0,,3047751,,,
CCC(Oc1ccccc1)C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O PROPICILLIN,92879,378.4,6,2,2.7,0,121,6,0,,3047795,,,
CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(O)=O)C(=O)N2[C@H]1C(O)=O QUINACILLIN,92894,416.4,9,3,1.4,0,175,4,0,,3047810,,,
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,92943,392.5,3,0,3.8,0,32.8,6,1,,3047812,,,
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,93055,458.6,6,2,4.1,0,101,6,1,,3047830,,,
C1CN2CCC1C(C2)N1c2ccccc2CCc2ccccc12,93154,304.4,2,0,4.5,0,6.5,1,1,,3050405,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(O)=O CARINDACILLIN,93184,494.6,7,2,3.8,0,138,7,0,,3052772,,,
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc12,94280,294.4,2,0,5.4,0,6.5,4,1,,3052777,,,
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,101534,240.3,3,2,2.6,0,75.3,5,1,,3055076,,,
C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(O)=O)SCCN/C=N IMIPENEM,104838,299.35,6,3,-0.7,0,142,6,0,,3058746,,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,104845,332.5,3,1,3.2,0,54.4,1,1,,3058751,,,
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,107751,385.5,5,1,3.3,0,97.8,11,1,,3058753,,,
CC(C)C(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,111080,504.6,8,1,3.7,0,107,7,1,,3061160,,,
CC(CN1C(=O)c2cccnc2Nc2ccccc12)N(C)C,112029,296.37,4,1,2.3,0,48.5,3,1,,3063289,,,
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,114811,358.2,5,2,0.8,0,91.8,6,1,,3064105,,,
O=C1[C@@H]2CCCC[C@@H]2C(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12,115368,426.6,6,0,3.9,0,85,6,1,,3070609,,,
C1COC(CN1)COc1ccccc1Cc1sccc1,119114,289.4,4,1,2.8,0,58.7,5,1,,3081078,,,
CCC(=O)O[C@@]1(CCN(C)C[C@@H]1C)c1ccccc1,120738,261.36,3,0,2.8,0,29.5,4,1,,3081300,,,
CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,121892,303.33,5,3,2.8,0,76.4,6,1,,3082718,,,
CCc1c([nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2)C,121903,246.35,2,1,2.1,0,36.1,1,1,,3084338,,,
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCN2C1=O)c1ccccc1 VIRGINIAMYCIN-FACTOR-S1,122731,823.9,11,4,2.7,0,225,6,0,,3085156,,,
CCN1CCN(CC1)c1cc(c2c(n1)CCCCCC2)c1ccc(cc1)F,125564,367.5,4,0,5.5,0,19.4,3,1,,3085218,,,
CN[C@@H]1C[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc12,126280,292.2,1,1,4.4,0,12,2,1,,3086516,,,
CN(Cc1cnc2nc(nc(c2n1)N)N)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,126941,454.4,12,5,-1.8,0,211,9,0,,3246096,,,
C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2CC[C@]1(O)C(=O)CO,127516,378.4,6,3,1.5,0,94.8,2,1,,3763607,,,
FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1,128919,381.4,4,0,6.2,0,3.2,4,1,,4369439,,,
NC(=O)c1cn(nn1)Cc1c(cccc1F)F,129228,238.19,5,1,0.7,0,73.8,3,1,,4369440,,,
CCC(=O)N([C@@H]1CCC[C@H]1N(C)C)c1ccc(c(c1)Cl)Cl,130380,329.3,2,0,4,0,23.6,4,1,,4375468,,,
CNCC(O)c1cccc(c1)OC(=O)C(C)(C)C PIVENFRINE,130545,251.32,4,2,1.2,0,58.6,6,0,,4659569,,,
O=C(NCCN1CCN(CC1)c1ncccn1)C12CC3CC(CC(C3)C1)C2,130918,369.5,5,1,2.4,0,61.4,5,1,,4715169,,,
CN(C)C(C)(CO)Cc1ccc(c(c1)Cl)Cl,131074,262.17,2,1,3,0,23.5,4,1,,4913274,,,
CCCCCCSc1nsnc1C1=CCCN(C)C1,131460,297.5,5,0,3.8,0,82.6,7,1,,5280567,,,
CCN(CC)C(=O)N1CCN(CCCc2nc3c(n2C)C(=O)N(C)C(=O)N3C)CC1,132157,419.5,5,0,0.3,0,85.2,6,1,,5281404,,,
Cn1nc(c2c1N(C)C(=O)CC(=O)N2c1ccccc1)C,132677,284.31,3,0,1.1,0,58.4,1,1,,5281708,,,
COc1ccc(cc1OC)[C@H](O)CN1CCN(CC1)C1=CC=CC=CC1=O,133371,370.4,6,1,2.5,0,62.2,6,1,,5281881,,,
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1cc2ccccc2cn1,133832,377.5,5,0,4.5,0,36.4,6,1,,5282168,,,
OCC(NC(=O)CN=[N+]=[N-])C(O)c1ccc(cc1)[N+]([O-])=O,133952,295.25,7,3,1,0,130,6,1,,5282426,,,
CNCCCN1c2ccccc2C(C)(C)c2ccccc12,145765,280.4,2,1,5.5,0,15.3,4,1,,5284456,,,
NC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,146291,260.21,5,1,1.5,0,55.6,2,1,,5284583,,,
COc1ccc(cc1OC)C(O)CN1CCN(CC1)C(c1ccccc1)c1ccccc1,146396,432.6,5,1,4.1,0,45.2,8,1,,5284636,,,
C[C@H]1COc2c(c(cc3c2N1C=C(C(O)=O)C3=O)F)N1CCN(C)CC1,149096,361.4,8,1,-0.4,0,73.3,2,0,,5311017,,,
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1)C(=O)CO)O ESORUBICIN,152036,527.5,11,5,2.2,0,186,5,0,,5311045,,,
CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)[C@H](CO)c1ccccc1,154417,289.4,4,1,1.8,0,49.8,5,1,,5311057,,,
CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Br,156321,574.6,5,0,7.9,0,46.6,16,1,,5311360,,,
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,159055,152.23,1,0,2.2,0,17.1,0,1,,5311424,,,
CN1CCN(CC1)c1cc2c(nn1)Oc1ccccc1N2C,159977,297.35,6,0,1.7,0,44.7,1,1,,5311507,,,
CNC1CCN2c3ccccc3CCc3cccc1c23,160410,264.4,2,1,3.4,0,15.3,1,1,,5324346,,,
CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,160415,298.34,3,3,1.3,0,78.4,4,1,,5326701,,,
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(cc12)C(F)(F)F,161562,394.5,6,0,4.6,0,48.8,5,1,,5353428,,,
C[C@@]12CCC(=O)C=C2CC[C@H]2[C@@H]3CC[C@](O)(C(=O)CS)[C@@]3(C)C[C@H](O)[C@@H]21,162955,378.5,5,3,2,0,75.6,2,1,,5353477,,,
N\C(=N)\c1oc(cc1)c1ccccc1[N+]([O-])=O,163304,231.21,4,2,1.8,0,109,2,1,,5353523,,,
CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc12,163308,237.34,1,1,3.5,0,12,2,1,,5353646,,,
C1CN2C(CN=C2N1)c1ccccc1,163316,187.24,1,1,0.5,0,27.6,1,1,,5354486,,,
CCC1(NCC(=O)NC1=O)c1ccccc1,163317,218.25,3,2,1.1,0,58.2,2,1,,5361192,,,
CCCCCC(C)C(C)c1cc(c2c(c1)OC(C)(C)C1=C2CC(C)CC1)OC(=O)CCCN1CCCCCC1,163326,537.8,4,0,8.9,0,38.8,12,1,,5361354,,,
Fc1ccc(cc1)N1CNC(=O)C21CCN(CCCC(=O)c1ccc(cc1)F)CC2,166535,413.5,6,1,3.1,0,52.6,6,1,,5365247,,,
CCOC(=O)c1[nH]c2cc(c(cc2c1CCN1CCN(CC1)c1ccccc1)OC)OC,166547,437.5,6,1,4.4,0,67,9,1,,5378630,,,
Clc1ccc2c(c1)C(=NCC(=O)N2)C1=CCCCC1,166581,274.74,2,1,3,0,41.5,1,1,,5388962,,,
C[C@@H]1C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1occc1)C(=O)COC(C)=O,168903,528.6,9,1,3.7,0,120,7,1,,5393145,,,
Clc1ccc2c(c1)NC(=O)N2C1CCN(CC1)CC1COc2ccccc2O1,170359,399.9,4,1,4.7,0,54,3,1,,5464200,,,
COc1ccc(cc1)OC[C@H]1CN(C)CCC1c1ccccc1,171501,311.4,3,0,4,0,21.7,5,1,,5466987,,,
OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,171548,244.31,4,3,0.3,0,104,5,1,,5477380,,,
CO[C@]1(NC(=O)C(C(O)=O)c2cscc2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O TEMOCILLIN,171758,414.5,9,3,1.1,0,187,6,0,,5486198,,,
CNC[C@@H]1CN(C(=O)O1)c1ccc(cc1)OCc1cccc(c1)Cl,172287,346.8,4,1,3.2,0,50.8,6,1,,5492298,,,
CC(CC#N)N(C)CC(=O)N(C)c1ccc(cc1C(=O)c1ccccc1F)Cl,172288,401.9,5,0,3.5,0,64.4,7,1,,5709842,,,
COc1ccc2c([nH]c(c2C2CCN(CCCC(=O)c3ccc(cc3)F)CC2)C)c1,172296,408.5,4,1,4.8,0,45.3,7,1,,5742631,,,
CCOC(=O)N(CCN(C)C)c1cccc(c1)C(F)(F)F,172309,304.31,6,0,3,0,32.8,6,1,,5745797,,,
CN(C)CCC1(CCc2ccccc2C1=O)c1ccccc1,174100,293.4,2,0,3.9,0,20.3,4,1,,5748361,,,
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c1ccccc1,174174,289.4,4,1,1.8,0,49.8,5,1,,5826113,,,
CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,176171,255.35,1,0,3.6,0,18.1,5,1,,5887853,,,
CC(=O)NCCCN1CCN(CC1)c1cc(ccc1Cl)Cl,176864,330.2,3,1,2.8,0,35.6,5,1,,5895404,,,
CN1CCCc2cccc(c12)OCC1CNCCO1,177949,262.35,4,1,1.7,0,33.7,3,1,,6015423,,,
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]1COc2cccc(c2C1)OC,178132,442.6,5,0,4.6,0,59.1,9,1,,6093332,,,
CC(=O)NCCn1c(cc(c1C)C=O)C,178134,208.26,2,1,0.2,0,51.1,4,1,,6093336,,,
CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc12,178145,359.5,2,1,6.1,0,37.3,6,1,,6100722,,,
CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2,179334,395.6,4,1,4.9,0,60.9,6,1,,6154037,,,
CN([C@H](CN1CC[C@H](O)C1)c1ccccc1)C(=O)C(c1ccccc1)c1ccccc1,179340,414.5,3,1,4.1,0,43.8,7,1,,6244162,,,
CC(C)c1sc(nn1)COc1ccc2c(c1)OC(=O)C(=C2C)C,179342,330.4,6,0,3.3,0,89.6,4,1,,6321305,,,
C1CN2CCc3ccccc3C2CN1,179345,188.27,2,1,1.2,0,15.3,0,1,,6328465,,,
C[C@H](N)C(=O)O[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)OCC1=C(C)OC(=O)O1)CSc1sc(nn1)C)c1ccccc1 CEFCANEL-DALOXATE,179697,661.7,15,2,1,0,268,13,0,,6335903,,,
CC(=O)N[C@@H](CCC(N)=O)C(O)=O,182230,188.18,4,3,-1.4,0,110,5,1,,6338045,,,
O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(CCN2C1)c1ncccn1,183092,329.4,6,0,0.2,0,69.6,3,1,,6347538,,,
Fc1ccc(cc1)[C@H]1C[C@@H]2CN(CCN3C(=O)Nc4ccccc4C3=O)C[C@@H]21,184841,379.4,4,1,2.9,0,52.6,4,1,,6426759,,,
CN1C(=O)CN=C(C2=CCCCC2)c2cc(ccc21)[N+]([O-])=O,189875,299.32,4,0,2.4,0,78.5,1,1,,6433158,,,
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(c(c1)Cl)O)C2=O)C(O)=O CEFEDROLOR,193953,397.8,7,4,-1.4,0,158,4,0,,6433520,,,
OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cc3sccc3)C(=O)N21)CSc1n[nH]cn1 CEFETRIZOLE,193956,437.5,9,3,1,0,207,7,0,,6433620,,,
CC1=NNC(=O)C(=C1)C,193965,124.14,2,1,0,0,41.5,0,1,,6435812,,,
CN(C(=O)CNC1CC1)c1ccc(cc1C(=O)c1ccccc1Cl)Cl,193989,377.3,3,1,4,0,49.4,6,1,,6436093,,,
CN1CCC2=C(CC1)c1cc(ccc1Sc1ccccc21)C#N,193991,318.4,3,0,3.6,0,52.3,0,1,,6436118,,,
Clc1cccc(c1/N=C1/NCCO/1)Cl,193994,231.08,2,1,2.4,0,33.6,2,1,,6436126,,,
C(c1ccncc1)C1(Cc2ccncc2)c2cccnc2c2ncccc12,195376,350.4,4,0,3.1,0,51.6,4,1,,6436541,,,
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)C(=O)OC1CCCCC1,198061,376.5,5,0,3.5,0,49.8,7,1,,6436870,,,
CCC12CCN(CC3CCC3)C(Cc3ccc(cc13)O)C2(C)C,198576,313.5,2,1,5.5,0,23.5,3,1,,6437850,,,
O=C1CC[C@@H](N1)C(=O)N1CCCCC1,198695,196.25,2,1,0,0,49.4,1,1,,6443800,,,
Cc1onc(c1)NC(=O)c1c(cccc1C)C,198730,230.26,3,1,2.7,0,55.1,2,1,,6443803,,,
CCC(=O)O[C@](Cc1ccccc1)([C@@H](C)CN(C)C)c1ccccc1,200742,339.5,3,0,4.2,0,29.5,9,1,,6445008,,,
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(C)=O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C TROLEANDOMYCIN,202225,814,16,0,4.3,0,184,12,0,,6445017,,,
Cc1ccc(c(c1)N1CCNCC1)Cc1ccccc1,205972,266.4,2,1,3.7,0,15.3,3,1,,6480064,,,
CCN(CC)CCNC(=O)c1cc(cc(c1OC)Cl)Cl,208832,319.2,3,1,3.7,0,41.6,7,1,,6540470,,,
CN1CCC(C)(C1)CN1c2ccccc2Sc2ccccc21,208838,310.5,3,0,4.6,0,31.8,2,1,,6541429,,,
NC(=O)CN1C(=O)C(c2ccccc2)c2ccccc12,208851,266.29,2,1,1.6,0,63.4,3,1,,6602321,,,
CC(n1ccnc1C)c1ccccc1,208911,186.25,1,0,2.4,0,17.8,2,1,,6603696,,,
Fc1ccc(cc1)c1[nH]c(cc1)CN1CCN(CC1)c1cccc2ccoc21,208917,375.4,4,1,4.3,0,35.4,4,1,,6603727,,,
Cn1cc(cn1)CCN1CCN(CC1)c1ccccc1Cl,208921,304.82,3,0,2.8,0,24.3,4,1,,6603740,,,
CN(C)CCCN1Cc2ccccc2C(=C)c2ccccc12,208922,292.4,2,0,4,0,6.5,4,1,,6603743,,,
COc1ccccc1N1CCN(CCCOc2cc3c(cc2OC)OC(=O)C(=C3C)C)CC1,208923,452.5,7,0,4.1,0,60.5,8,1,,6603760,,,
CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc21,208930,290.4,2,0,3.5,0,6.5,0,1,,6603767,,,
CCC1=C(C)n2cc(nc2N=C1OC)c1noc(n1)C,208954,273.29,6,0,2.9,0,78.3,3,1,,6603853,,,
COc1ccc(cc1C(=O)NCC1CCCN1Cc1ccc(cc1)F)S(N)(=O)=O,216225,421.5,7,2,1.8,0,110,7,1,,6603903,,,
OC(COC1(CCCCC1)C#C)CN1CCN(CC1)c1ccc(cc1)F,216227,360.5,5,1,2.9,0,35.9,7,1,,6603938,,,
COc1ccc(cc1)Cn1c(c(c2cc(ccc12)O)CCN)C,216254,310.4,3,2,2.9,0,60.4,5,1,,6603951,,,
CCC(=O)O[C@H]1[C@@H](C)[C@@H](C)OC(=O)C(C)[C@@H](O[C@H]2C[C@H](OC)[C@@H](OC(=O)CC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)C(C)C[C@@]2(CO2)C(=O)[C@@H]1C DIPROLEANDOMYCIN,216261,800,15,1,4.7,0,178,12,0,,6603993,,,
CNCC[C@@H](O)[C@@H]1C[C@@H](CN1)SC1=C(N2[C@H]([C@H]1C)[C@@H]([C@@H](C)O)C2=O)C(O)=O LENAPENEM,216262,399.5,8,5,-2.5,0,147,8,0,,6603996,,,
